Job Titles_En,Turkce_Meslek
Doctoral Candidate,Doktora Adayı
Doctoral Fellow,Doktora Araştırmacısı
Doctoral Researcher,Doktora Araştırmacısı
Doctoral Student,Doktora Öğrencisi
Document Control Officer,Belge Kontrol Görevlisi
Document Control Specialist,Belge Kontrol Uzmanı
Document Controller,Belge Kontrol Sorumlusu
Document Specialist,Belge Uzmanı
Documentation Assistant,Dokümantasyon Asistanı
Documentation Clerk,Dokümantasyon Memuru
Documentation Executive,Dokümantasyon Yöneticisi
Documentation Specialist,Dokümantasyon Uzmanı
Domain Architect,Alan Mimar
Domestic Helper,Ev Yardımcısı
Domestic Sales Manager,İç Satış Müdürü
Dotnet Developer,.NET Geliştiricisi
Drafter,Teknik Çizer
Drafter Engineer,Teknik Çizer Mühendis
Drafting Engineer,Teknik Çizim Mühendisi
Draftperson_2,Teknik Çizer
Draftsman,Teknik Çizer
Draftsperson,Teknik Çizer
Draftswoman,Teknik Çizer
Drainage Engineer,Drenaj Mühendisi
Drainage Technician,Drenaj Teknisyeni
Driller,Sondajcı
Drilling Engineer,Sondaj Mühendisi
Drilling Supervisor,Sondaj Şefi
Drink Mixer,İçecek Hazırlayıcısı
Driver,Sürücü
Driver Trainer,Sürücü Eğitmeni
Driving Instructor,Sürücü Eğitmeni
Drone Instructor,İHA Eğitmeni
Drone Pilot,İHA Pilotu
Drug And Alcohol Counselor,Uyuşturucu ve Alkol Danışmanı
Drupal Developer,Drupal Geliştiricisi
Due Diligence Analyst,Titizlik Analisti
Dunner,Tahsilat Görevlisi
Dutch Teacher,Felemenkçe Öğretmeni
Duty Engineer,Nöbetçi Mühendis
Duty Manager,Nöbetçi Müdür
Duty Officer,Nöbetçi Subay
Dyeing Manager,Boyama Müdürü
Dynamics Consultant,Dynamics Danışmanı
Dynamics Developer,Dynamics Geliştiricisi
Dynamics Nav Technical Consultant,Dynamics Nav Teknik Danışmanı
E Commerce Executive,E-Ticaret Yöneticisi
E Commerce Officer,E-Ticaret Görevlisi
EEG Technician,EEG Teknisyeni
EFL Instructor,İngilizce Eğitmeni (Yabancı Dil Olarak)
EH&S Manager,"Çevre, Sağlık ve Güvenlik Müdürü"
EKG Technician,EKG Teknisyeni
ERP Project Manager,ERP Proje Yöneticisi
ETL Architect,ETL Mimarı
ETL Consultant,ETL Danışmanı
ETL Developer,ETL Geliştiricisi
ETL Engineer,ETL Mühendisi
ETL Lead,ETL Ekip Lideri
ETL Specialist,ETL Uzmanı
EVP,İcra Kurulu Üyesi (Yüksek Yönetici)
Early Childhood Consultant,Erken Çocukluk Danışmanı
Early Childhood Director,Erken Çocukluk Eğitim Müdürü
Early Childhood Education Specialist,Erken Çocukluk Eğitimi Uzmanı
Early Childhood Educator,Erken Çocukluk Eğitmeni
Early Childhood Teacher,Erken Çocukluk Öğretmeni
Early Intervention Occupational Therapist,Erken Müdahale Mesleki Terapisti
Early Intervention Service Coordinator,Erken Müdahale Hizmet Koordinatörü
Early Intervention Specialist,Erken Müdahale Uzmanı
Early Years Practitioner,Erken Yıllar Uygulayıcısı
Ebusiness Analyst,E-İş Analisti
Ebusiness Consultant,E-İş Danışmanı
Ebusiness Manager,E-İş Müdürü
Ebusiness Project Manager,E-İş Proje Yöneticisi
Ebusiness Specialist,E-İş Uzmanı
Ecologist,Ekolog
Ecommerce Assistant,E-Ticaret Asistanı
Ecommerce Business Owner,E-Ticaret İşletme Sahibi
Ecommerce Clerk,E-Ticaret Memuru
Ecommerce Lead,E-Ticaret Ekip Lideri
Ecommerce Manager,E-Ticaret Müdürü
Ecommerce Marketing Executive,E-Ticaret Pazarlama Yöneticisi
Ecommerce Specialist,E-Ticaret Uzmanı
Economic Analyst,Ekonomik Analist
Economic Assistant,Ekonomik Asistan
Economic Consultant,Ekonomik Danışman
Economic Development Director,Ekonomik Kalkınma Müdürü
Economics Executive,Ekonomi Yöneticisi
Economics Specialist,Ekonomi Uzmanı
Economics Teacher,Ekonomi Öğretmeni
Economics Tutor,Ekonomi Öğretmeni
Economist,Ekonomist
Editor,Editör
Editor in Chief,Baş Editör
Editorial Staff,Editörlük Ekibi
Education Adviser,Eğitim Danışmanı
Education Assistant,Eğitim Asistanı
Education Consultant,Eğitim Danışmanı
Education Coordinator,Eğitim Koordinatörü
Education Counsellor,Eğitim Danışmanı
Education Executive,Eğitim Yöneticisi
Education Inspector,Eğitim Müfettişi
Education Mentor,Eğitim Danışmanı
Education Officer,Eğitim Görevlisi
Education Professional,Eğitim Uzmanı
Education Specialist,Eğitim Uzmanı
Educational Consultant,Eğitim Danışmanı
Educational Developer,Eğitim Geliştirme Uzmanı
Educator,Eğitimci
Effects Animator,Efekt Animasyoncusu
Effects Artist,Efekt Sanatçısı
Ehs Manager_2,
Ehs Specialist,"Çevre, Sağlık ve Güvenlik (ÇSG) Uzmanı"
Eighth Grade Teacher,8. Sınıf Öğretmeni
Election Observer,Seçim Gözlemcisi
Electric Engineer,Elektrik Mühendisi
Electrical And Instrument Specialist,Elektrik ve Enstrümantasyon Uzmanı
Electrical And Instrumentation Engineer,Elektrik ve Enstrümantasyon Mühendisi
Electrical And Instrumentation Supervisor,Elektrik ve Enstrümantasyon Şefi
Electrical And Instrumentation Technician,Elektrik ve Enstrümantasyon Teknisyeni
Electrical Assembler,Elektrik Montajcısı
Electrical Chargeman,Elektrik Şefi
Electrical Controls Engineer,Elektrik Kontrol Mühendisi
Electrical Coordinator,Elektrik Koordinatörü
Electrical Design Engineer,Elektrik Tasarım Mühendisi
Electrical Designer,Elektrik Tasarımcısı
Electrical Drafter,Elektrik Teknik Çizeri
Electrical Electronics Engineer,Elektrik Elektronik Mühendisi
Electrical Engineer,Elektrik Mühendisi
Electrical Engineering Manager,Elektrik Mühendisliği Müdürü
Electrical Engineering Specialist,Elektrik Mühendisliği Uzmanı
Electrical Estimator,Elektrik Maliyet Tahmincisi
Electrical Fitter,Elektrik Montajcısı
Electrical Inspector,Elektrik Müfettişi
Electrical Instrumentation Engineer,Elektrik Enstrümantasyon Mühendisi
Electrical Instrumentation Technician,Elektrik Enstrümantasyon Teknisyeni
Electrical Instruments Supervisor,Elektrik Enstrümanları Şefi
Electrical Maintenance Engineer,Elektrik Bakım Mühendisi
Electrical Maintenance Supervisor,Elektrik Bakım Şefi
Electrical Maintenance Technician,Elektrik Bakım Teknisyeni
Electrical Manager,Elektrik Müdürü
Electrical Project Engineer,Elektrik Proje Mühendisi
Electrical Project Manager,Elektrik Proje Müdürü
Electrical Role,
Electrical Site Supervisor,Elektrik Şantiye Şefi
Electrical Specialist,Elektrik Uzmanı
Electrical Supervisor,Elektrik Şefi
Electrical Technician,Elektrik Teknisyeni
Electrician,Elektrikçi
Electrocardiograph Technician,Elektrokardiyografi Teknisyeni
Electroencephalogram Technician,Elektroensefalogram Teknisyeni
Electromechanical Technician,Elektromekanik Teknisyeni
Electronic Data Interchange Specialist,Elektronik Veri Değişimi Uzmanı
Electronic Engineer,Elektronik Mühendisi
Electronic Specialist,Elektronik Uzmanı
Electronic Technician,Elektronik Teknisyeni
Electronics Assembler,Elektronik Montajcısı
Electronics Design Engineer,Elektronik Tasarım Mühendisi
Electronics Engineer,Elektronik Mühendisi
Electronics Technician,Elektronik Teknisyeni
Electroplating Engineer,Elektrokaplama Mühendisi
Elementary Educator,İlköğretim Öğretmeni
Elementary School Teacher,İlkokul Öğretmeni
Eligibility Specialist,Uygunluk Uzmanı
Email Marketing Specialist,E-posta Pazarlama Uzmanı
Embedded Engineer,Gömülü Sistemler Mühendisi
Embedded Firmware Engineer,Gömülü Ürün Yazılımı Mühendisi
Embedded Software Developer,Gömülü Yazılım Geliştiricisi
Embedded Software Engineer,Gömülü Yazılım Mühendisi
Embedded Systems Engineer,Gömülü Sistemler Mühendisi
Embryologist,Embriyolog
Emergency Department Nurse,Acil Servis Hemşiresi
Emergency Medical Technician,Acil Tıp Teknisyeni
Emergency Medicine Nurse Practitioner,Acil Tıp Hemşire Uygulayıcısı
Emergency Medicine Physician,Acil Tıp Doktoru
Emergency Medicine Resident,Acil Tıp Asistanı
Emergency Room Nurse,Acil Servis Hemşiresi
Emergency Vehicle Technician,Acil Araç Teknisyeni
Employee,Çalışan
Employee Benefits Executive,Çalışan Hakları Yöneticisi
Employee Benefits Specialist,Çalışan Hakları Uzmanı
Employee Engagement Executive,Çalışan Bağlılığı Yöneticisi
Employee Experience Manager,Çalışan Deneyimi Yöneticisi
Employee Relations Assistant,Çalışan İlişkileri Asistanı
Employee Relations Manager,Çalışan İlişkileri Yöneticisi
Employee Relations Officer,Çalışan İlişkileri Görevlisi
Employee Relations Specialist,Çalışan İlişkileri Uzmanı
Employee Services Director,Çalışan Hizmetleri Direktörü
Employer,İşveren
Employment Recruiter,İstihdam Uzmanı
End User Support Specialist,Son Kullanıcı Destek Uzmanı
Energy Consultant,Enerji Danışmanı
Energy Efficiency Manager,Enerji Verimliliği Yöneticisi
Energy Engineer,Enerji Mühendisi
Energy Manager,Enerji Yöneticisi
Enforcement Officer,Uygulama Görevlisi
Engagement Adviser,Bağlılık Danışmanı
Engagement Consultant,Bağlılık Danışmanı
Engagement Executive,Bağlılık Yöneticisi
Engagement Manager,Bağlılık Yöneticisi
Engagement Partner,Bağlılık Ortağı
Engagement Specialist,Bağlanma Uzmanı
Engine Mechanic,Motor Tamircisi
Engineer,Mühendis
Engineer   Civil  Structural,
Engineer Graduate,Mühendis Adayı
Engineer in Training,Stajyer Mühendis
"Engineer, MSc",Yüksek Lisanslı Mühendis
Engineering,Mühendislik
Engineering Administrator,Mühendislik Yöneticisi
Engineering Analyst,Mühendislik Analisti
Engineering Assistant,Mühendis Yardımcısı
Engineering Cadet,Mühendis Adayı
Engineering Consultant,Mühendislik Danışmanı
Engineering Coordinator,Mühendislik Koordinatörü
Engineering Design Manager,Mühendislik Tasarım Müdürü
Engineering Director,Mühendislik Direktörü
Engineering Draftsperson,Teknik Çizer
Engineering Executive,Mühendislik Yöneticisi
Engineering Geologist,Mühendis Jeoloğu
Engineering Lead,Baş Mühendis
Engineering Manager,Mühendislik Müdürü
Engineering Positions,Mühendislik Pozisyonları
Engineering Program Manager,Mühendislik Program Müdürü
Engineering Project Manager,Mühendislik Proje Müdürü
Engineering Specialist,Mühendislik Uzmanı
Engineering Supervisor,Mühendislik Denetçisi
Engineering Technician,Mühendislik Teknisyeni
Engineering Trainee,Stajyer Mühendis
English As An Additional Language Teacher,Ek Dil olarak İngilizce Öğretmeni
English Language Teacher,İngilizce Öğretmeni
English Lecturer,İngilizce Doçenti
English Second Language Instructor,İngilizce İkinci Dil Eğitmeni
English Second Language Teacher,İngilizce İkinci Dil Öğretmeni
English Second Language Tutor,İngilizce İkinci Dil Özel Öğretmeni
English Teacher,İngilizce Öğretmeni
English Tutor,İngilizce Özel Öğretmeni
Enologist,Şarap Uzmanı
Enterprise Account Manager,Kurumsal Hesap Müdürü
Enterprise Application Architect,Kurumsal Uygulama Mimarı
Enterprise Architect,Kurumsal Mimari Uzmanı
Enterprise Architecture,Kurumsal Mimari
Enterprise Data Architect,Kurumsal Veri Mimarı
Enterprise Resource Planning Consultant,Kurumsal Kaynak Planlama Danışmanı
Enterprise Resource Planning Developer,Kurumsal Kaynak Planlama Geliştiricisi
Enterprise Resource Planning Executive,Kurumsal Kaynak Planlama Yöneticisi
Enterprise Resource Planning Manager,Kurumsal Kaynak Planlama Müdürü
Enterprise Resource Planning Project Manager,Kurumsal Kaynak Planlama Proje Müdürü
Enterprise Resources Planning Consultant,Kurumsal Kaynak Planlama Danışmanı
Enterprise Resources Planning Project Manager,Kurumsal Kaynak Planlama Proje Müdürü
Enterprise Resources Planning Specialist,Kurumsal Kaynak Planlama Uzmanı
Enterprise Risk Management Executive,Kurumsal Risk Yönetim Yöneticisi
Enterprise Risk Manager,Kurumsal Risk Yöneticisi
Enterprise Sales Manager,Kurumsal Satış Müdürü
Entertainer,Eğlendirici
Entity Controller,Varlık Denetleyicisi
Entomologist,Böcekbilimci
Entrepreneur,Girişimci
Enumerator,Sayım Görevlisi
"Environment, Health and Safety Manager","Çevre,Sağlık ve Güvenlik Müdürü"
Environmental Consultant,Çevre Danışmanı
Environmental Coordinator,Çevre Koordinatörü
Environmental Engineer,Çevre Mühendisi
Environmental Executive,Çevre Yöneticisi
Environmental Health And Safety Engineer,Çevre Sağlığı ve Güvenlik Mühendisi
Environmental Health And Safety Officer,Çevre Sağlığı ve Güvenlik Görevlisi
Environmental Health And Safety Technician,Çevre Sağlığı ve Güvenlik Teknisyeni
Environmental Health Inspector,Çevre Sağlığı Müfettişi
Environmental Health Safety Specialist,Çevre Sağlığı ve Güvenliği Uzmanı
Environmental Inspector,Çevre Müfettişi
Environmental Manager,Çevre Müdürü
Environmental Officer,Çevre Görevlisi
Environmental Scientist,Çevre Bilimcisi
Environmental Supervisor,Çevre Denetçisi
Environmental Technician,Çevre Teknisyeni
Environmentally Sustainable Design Engineer,Sürdürülebilir Tasarım Mühendisi
Epic Consultant,
Epidemic Intelligence Services Officer,Salgın Zekası Hizmetleri Görevlisi
Epidemiologist,Epidemiolog
Equal Opportunity Specialist,Eşit Fırsat Uzmanı
Equipment Engineer,Ekipman Mühendisi
Equipment Maintenance Technician,Ekipman Bakım Teknisyeni
Equipment Manager,Ekipman Müdürü
Equipment Operator,Ekipman Operatörü
Equipment Sales Specialist,Ekipman Satış Uzmanı
Equipment Specialist,Ekipman Uzmanı
Equipment Staff,Ekipman Personeli
Equipment Supervisor,Ekipman Denetçisi
Equipment Technician,Ekipman Teknisyeni
Equity Analyst,Hisse Senedi Analisti
Equity Derivatives Specialist,Hisse Senedi Vadeli İşlemler Uzmanı
Equity Manager,Hisse Senedi Yöneticisi
Equity Research Analyst,Hisse Senedi Araştırma Analisti
Equity Research Associate,Hisse Senedi Araştırma Uzmanı
Equity Research Specialist,Hisse Senedi Araştırma Uzmanı
Equity Sales Specialist,Hisse Senedi Satış Uzmanı
Equity Trader,Hisse Senedi Tüccarı
Ergonomic Consultant,Ergonomi Danışmanı
Ergonomist,Ergonomist
Erp Analyst,ERP Analisti
Escalator Technician,Asansör Teknisyeni
Estate Manager,Gayrimenkul Müdürü
Estate Planner,Gayrimenkul Planlamacısı
Estates Administration Officer,Gayrimenkul İdari Memuru
Esthetician,Estetik Uzmanı
Estimating Engineer,Tahmin Mühendisi
Estimator,Tahminci
Ethics Manager,Etik Müdürü
Evaluation Specialist,Değerlendirme Uzmanı
Evaluator,Değerlendirici
Event Assistant,Etkinlik Asistanı
Event Coordinator,Etkinlik Koordinatörü
Event Director,Etkinlik Direktörü
Event Executive,Etkinlik Yöneticisi
Event Intern,Etkinlik Stajyeri
Event Management Executive,Etkinlik Yönetim Yöneticisi
Event Management Specialist,Etkinlik Yönetim Uzmanı
Event Manager,Etkinlik Müdürü
Event Organizer,Etkinlik Düzenleyicisi
Event Planner,Etkinlik Planlamacısı
Event Producer,Etkinlik Yapımcısı
Event Sales Coordinator,Etkinlik Satış Koordinatörü
Event Sales Manager,Etkinlik Satış Müdürü
Event Specialist,Etkinlik Uzmanı
Event Staff,Etkinlik Personeli
Events Administrator,Etkinlikler İdari Görevlisi
Events Assistant,Etkinlikler Asistanı
Events Coordinator,Etkinlikler Koordinatörü
Events Executive,Etkinlikler Yöneticisi
Events Manager,Etkinlikler Müdürü
Events Marketing Manager,Etkinlikler Pazarlama Müdürü
Events Operations Coordinator,Etkinlikler Operasyon Koordinatörü
Events Specialist,Etkinlikler Uzmanı
Events Supervisor,Etkinlikler Denetçisi
Exam Invigilator,Sınav Görevlisi
Exam Proctor,Sınav Denetçisi
Examination Executive,Sınav Yöneticisi
Examinations Officer,Sınav Memuru
Excavator Operator,Ekskavatör Operatörü
Execution Engineer,Uygulama Mühendisi
Executive,Yönetici
Executive Administration Officer,Yönetici İdari Memuru
Executive Administrator,Yönetici İdari Görevlisi
Executive Analyst,Yönetici Analisti
Executive Assistance,Yönetici Asistanlığı
Executive Assistant,Yönetici Asistanı
Executive Assistant   Corporate,
Executive Assistant Manager,Yönetici Asistanı
Executive Assistant To Chief Executive Officer,Genel Müdür Asistanı
Executive Assistant To Director,Direktör Asistanı
Executive Assistant To The Chairperson,Başkan Asistanı
Executive Assistant To The Chief Operating Officer,Operasyon Direktörünün İdari Asistanı
Executive Assistant To The Executive Director,İcra Direktörünün İdari Asistanı
Executive Assistant To The General Manager,Genel Müdürün İdari Asistanı
Executive Assistant To The President,Başkanın İdari Asistanı
Executive Assistant to Chief Executive Officer,Genel Müdürün İdari Asistanı
Executive Assistant to Chief Financial Officer,Mali İşler Müdürünün İdari Asistanı
Executive Chef,Şef
Executive Coordinator,Kıdemli Koordinatör
Executive Director,İcra Direktörü
Executive Driver,Şoför
Executive Engineer,Kıdemli Mühendis
Executive Finance Manager,Mali İşler Müdürü
Executive Housekeeper,Kıdemli Kat Hizmetleri Sorumlusu
Executive Management Assistant,Yönetim İdari Asistanı
Executive Manager,Kıdemli Yönetici
Executive Officer,İcra Memuru
Executive Pastry Chef,Pastane Şefi
Executive Personal Assistant,Kişisel İdari Asistan
Executive Planner,Kıdemli Planlamacı
Executive Receptionist,Resepsiyon Görevlisi
Executive Sales Consultant,Kıdemli Satış Danışmanı
Executive Sales Manager,Satış Müdürü
Executive Secretariat,İcra Sekreterliği
Executive Secretary,İcra Sekreteri
Executive VP,Kıdemli Başkan Yardımcısı
Executive Vice President,Başkan Yardımcısı
Exercise Physiologist,Egzersiz Fizyoloğu
Exhibition Designer,Sergi Tasarımcısı
Expedition Coordinator,Gezi Koordinatörü
Expeditor,Tedarikçi
Expenditure Operator,Harcama Operatörü
Expense Analyst,Gider Analisti
Expense Manager,Gider Müdürü
Experience Consultant,Deneyim Danışmanı
Experience Coordinator,Deneyim Koordinatörü
Experience Designer,Deneyim Tasarımcısı
Experience Executive,Deneyim Yöneticisi
Experience Manager_2,Deneyim Müdürü
Expert,Uzman
Explorer,Kaşif
